,Unnamed: 0,gameTime,label,position,team,visibility,url_local
12156,12156,1 - 11:40,PASS,700120,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
5250,5250,1 - 90:51,PASS,5451920,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30534,30534,1 - 33:02,PASS,1982560,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
36222,36222,1 - 30:37,PASS,1837400,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
18021,18021,1 - 11:06,PASS,666240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25626,25626,1 - 46:49,PASS,2809440,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
15341,15341,1 - 62:36,PASS,3756960,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
9852,9852,1 - 68:15,PASS,4095320,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
25202,25202,1 - 38:40,PASS,2320840,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
409,409,1 - 06:16,PASS,376760,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
28178,28178,1 - 91:29,PASS,5489440,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28572,28572,1 - 02:05,PASS,125760,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
35119,35119,1 - 12:05,PASS,725720,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
6958,6958,1 - 21:34,PASS,1294920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
12422,12422,1 - 15:48,PASS,948320,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
24513,24513,1 - 25:32,PASS,1532720,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
21809,21809,1 - 79:08,PASS,4748840,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
13367,13367,1 - 30:57,PASS,1857600,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
7967,7967,1 - 36:39,PASS,2199920,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
32784,32784,1 - 72:07,PASS,4327320,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
30025,30025,1 - 24:22,PASS,1462280,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29734,29734,1 - 19:35,PASS,1175280,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
3475,3475,1 - 59:39,PASS,3579720,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
1468,1468,1 - 24:27,PASS,1467000,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
35702,35702,1 - 22:41,PASS,1361960,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
16052,16052,1 - 74:35,PASS,4475280,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
246,246,1 - 03:33,PASS,213160,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
23420,23420,1 - 08:26,PASS,506280,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
28863,28863,1 - 06:25,PASS,385880,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
33888,33888,1 - 92:40,PASS,5560520,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8946,8946,1 - 52:57,PASS,3177960,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
35403,35403,1 - 17:05,PASS,1025840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37130,37130,1 - 43:20,PASS,2600440,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
354,354,1 - 05:21,PASS,321520,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
40096,40096,1 - 92:39,PASS,5559440,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
3431,3431,1 - 58:48,PASS,3528240,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
11539,11539,1 - 01:52,PASS,112360,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14280,14280,1 - 45:03,PASS,2703280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
22095,22095,1 - 83:23,PASS,5003040,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
22824,22824,1 - 96:08,PASS,5768080,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
9626,9626,1 - 64:05,PASS,3845400,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
19517,19517,1 - 37:32,PASS,2252000,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
37824,37824,1 - 55:09,PASS,3309080,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
23980,23980,1 - 16:43,PASS,1003840,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
5992,5992,1 - 05:55,PASS,355800,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
40355,40355,1 - 96:02,PASS,5762000,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
20341,20341,1 - 52:01,PASS,3121360,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
10862,10862,1 - 86:06,PASS,5166640,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
38694,38694,1 - 68:49,PASS,4129160,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
16852,16852,1 - 87:05,PASS,5225480,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
919,919,1 - 14:48,PASS,888160,home,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12430,12430,1 - 15:53,PASS,953560,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
18030,18030,1 - 11:13,PASS,673720,home,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28105,28105,1 - 90:11,PASS,5411000,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
14838,14838,1 - 54:06,PASS,3246720,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
38853,38853,1 - 71:42,PASS,4302080,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37607,37607,1 - 51:17,PASS,3077560,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
30138,30138,1 - 26:19,PASS,1579280,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
7287,7287,1 - 26:16,PASS,1576440,away,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
9206,9206,1 - 57:05,PASS,3425000,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
15687,15687,1 - 68:07,PASS,4087160,home,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11502,11502,1 - 01:14,PASS,74960,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
1228,1228,1 - 20:19,PASS,1219600,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
31861,31861,1 - 57:08,PASS,3428040,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
5286,5286,1 - 91:15,PASS,5475640,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
37634,37634,1 - 51:45,PASS,3105840,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
29162,29162,1 - 10:14,PASS,614120,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
26051,26051,1 - 53:40,PASS,3220840,home,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
9027,9027,1 - 54:00,PASS,3240160,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37265,37265,1 - 45:21,PASS,2721760,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11461,11461,1 - 00:33,PASS,33280,away,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
35753,35753,1 - 23:20,PASS,1400120,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
31485,31485,1 - 50:25,PASS,3025680,home,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
38271,38271,1 - 62:00,PASS,3720920,home,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11273,11273,1 - 92:21,PASS,5541280,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
32756,32756,1 - 71:46,PASS,4306600,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29950,29950,1 - 23:15,PASS,1395920,away,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22080,22080,1 - 83:09,PASS,4989240,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5311,5311,1 - 91:35,PASS,5495480,away,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
19114,19114,1 - 30:37,PASS,1837160,away,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
5780,5780,1 - 02:34,PASS,154680,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
37240,37240,1 - 45:02,PASS,2702720,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37028,37028,1 - 41:58,PASS,2518240,away,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
22932,22932,1 - 00:13,PASS,13840,away,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
9494,9494,1 - 62:08,PASS,3728360,home,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
11432,11432,1 - 00:12,NO_EVENT,12450,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
37853,37853,1 - 55:33,NO_EVENT,3333075,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
23841,23841,1 - 14:10,NO_EVENT,850309,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
24406,24406,1 - 24:02,NO_EVENT,1442653,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
39217,39217,1 - 78:05,NO_EVENT,4685133,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10630,10630,1 - 82:12,NO_EVENT,4932298,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
33945,33945,1 - 93:37,NO_EVENT,5617849,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
39991,39991,1 - 91:08,NO_EVENT,5468800,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2186,2186,1 - 36:57,NO_EVENT,2217714,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
3274,3274,1 - 55:59,NO_EVENT,3359989,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
26001,26001,1 - 52:39,NO_EVENT,3159382,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
31298,31298,1 - 47:12,NO_EVENT,2832836,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
34577,34577,1 - 04:03,NO_EVENT,243057,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
18649,18649,1 - 21:37,NO_EVENT,1297475,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
315,315,1 - 04:36,NO_EVENT,276444,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
5624,5624,1 - 00:18,NO_EVENT,18633,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
2069,2069,1 - 34:51,NO_EVENT,2091868,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
19971,19971,1 - 45:46,NO_EVENT,2746755,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28592,28592,1 - 02:17,NO_EVENT,137557,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22271,22271,1 - 86:17,NO_EVENT,5177035,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
13555,13555,1 - 33:57,NO_EVENT,2037714,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
17095,17095,1 - 90:52,NO_EVENT,5452256,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
11108,11108,1 - 90:03,NO_EVENT,5403166,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
1526,1526,1 - 25:18,NO_EVENT,1518622,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
22130,22130,1 - 83:46,NO_EVENT,5026969,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25921,25921,1 - 51:11,NO_EVENT,3071343,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
19369,19369,1 - 35:16,NO_EVENT,2116129,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
39626,39626,1 - 84:47,NO_EVENT,5087778,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
8217,8217,1 - 41:04,NO_EVENT,2464583,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23480,23480,1 - 09:04,NO_EVENT,544619,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
2598,2598,1 - 44:42,NO_EVENT,2682849,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
3235,3235,1 - 55:21,NO_EVENT,3321657,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
36855,36855,1 - 39:29,NO_EVENT,2369280,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
15229,15229,1 - 60:34,NO_EVENT,3634175,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
31452,31452,1 - 50:01,NO_EVENT,3001675,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19190,19190,1 - 32:10,NO_EVENT,1930155,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
28171,28171,1 - 91:25,NO_EVENT,5485066,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
4812,4812,1 - 82:37,NO_EVENT,4957813,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
32103,32103,1 - 60:46,NO_EVENT,3646773,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
30012,30012,1 - 24:13,NO_EVENT,1453327,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
18407,18407,1 - 17:27,NO_EVENT,1047392,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
34807,34807,1 - 07:42,NO_EVENT,462143,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
39783,39783,1 - 87:16,NO_EVENT,5236032,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
31165,31165,1 - 44:46,NO_EVENT,2686278,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
29312,29312,1 - 12:39,NO_EVENT,759836,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
22112,22112,1 - 83:36,NO_EVENT,5016126,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
30052,30052,1 - 24:52,NO_EVENT,1492464,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
2794,2794,1 - 48:24,NO_EVENT,2904438,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12686,12686,1 - 19:55,NO_EVENT,1195721,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
18171,18171,1 - 13:14,NO_EVENT,794568,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
34543,34543,1 - 03:29,NO_EVENT,209014,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
20577,20577,1 - 56:08,NO_EVENT,3368915,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
27938,27938,1 - 87:16,NO_EVENT,5236855,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
21391,21391,1 - 72:02,NO_EVENT,4322420,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
20211,20211,1 - 49:52,NO_EVENT,2992349,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
40263,40263,1 - 94:49,NO_EVENT,5689397,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
10536,10536,1 - 80:14,NO_EVENT,4814520,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
24809,24809,1 - 31:14,NO_EVENT,1874422,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
3512,3512,1 - 60:03,NO_EVENT,3603568,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
13311,13311,1 - 30:02,NO_EVENT,1802832,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
23499,23499,1 - 09:21,NO_EVENT,561208,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
15005,15005,1 - 56:52,NO_EVENT,3412939,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
19642,19642,1 - 39:56,NO_EVENT,2396597,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
25968,25968,1 - 52:09,NO_EVENT,3129174,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
19097,19097,1 - 30:17,NO_EVENT,1817914,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
3054,3054,1 - 52:13,NO_EVENT,3133936,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
26020,26020,1 - 52:57,NO_EVENT,3177958,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
39148,39148,1 - 76:55,NO_EVENT,4615070,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
37225,37225,1 - 44:46,NO_EVENT,2686471,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
4402,4402,1 - 76:20,NO_EVENT,4580268,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20402,20402,1 - 52:54,NO_EVENT,3174369,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
33976,33976,1 - 93:59,NO_EVENT,5639845,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
11535,11535,1 - 01:50,NO_EVENT,110120,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
4526,4526,1 - 77:55,NO_EVENT,4675829,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
29525,29525,1 - 16:34,NO_EVENT,994968,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
16358,16358,1 - 79:07,NO_EVENT,4747440,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
20463,20463,1 - 54:01,NO_EVENT,3241035,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
18168,18168,1 - 13:09,NO_EVENT,789608,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
12189,12189,1 - 12:10,NO_EVENT,730851,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
2800,2800,1 - 48:34,NO_EVENT,2914133,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
12169,12169,1 - 11:51,NO_EVENT,711032,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
39168,39168,1 - 77:14,NO_EVENT,4634741,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
36802,36802,1 - 38:42,NO_EVENT,2322187,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
16759,16759,1 - 85:27,NO_EVENT,5127458,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
8074,8074,1 - 38:16,NO_EVENT,2296195,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
5402,5402,1 - 93:37,NO_EVENT,5617700,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
10438,10438,1 - 78:02,NO_EVENT,4682199,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
23627,23627,1 - 10:56,NO_EVENT,656392,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
13998,13998,1 - 40:40,NO_EVENT,2440834,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
4353,4353,1 - 75:03,NO_EVENT,4503710,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
4220,4220,1 - 72:57,NO_EVENT,4377559,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
20080,20080,1 - 47:35,NO_EVENT,2855889,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
39009,39009,1 - 74:48,NO_EVENT,4488429,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11469,11469,1 - 00:40,NO_EVENT,40906,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
19802,19802,1 - 42:50,NO_EVENT,2570076,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
7334,7334,1 - 26:57,NO_EVENT,1617516,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
12982,12982,1 - 25:14,NO_EVENT,1514875,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
23250,23250,1 - 05:36,NO_EVENT,336087,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
18712,18712,1 - 22:47,NO_EVENT,1367371,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
26887,26887,1 - 68:06,NO_EVENT,4086003,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
23664,23664,1 - 11:27,NO_EVENT,687516,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
33288,33288,1 - 81:29,NO_EVENT,4889669,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
28547,28547,1 - 01:42,NO_EVENT,102873,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
12860,12860,1 - 23:30,NO_EVENT,1410102,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
40287,40287,1 - 95:08,NO_EVENT,5708185,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
15553,15553,1 - 65:55,NO_EVENT,3955021,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
21539,21539,1 - 74:26,NO_EVENT,4466424,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
1145,1145,1 - 19:10,NO_EVENT,1150410,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
30925,30925,1 - 40:42,NO_EVENT,2442295,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
27328,27328,1 - 75:55,NO_EVENT,4555072,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
30070,30070,1 - 25:18,NO_EVENT,1518313,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19492,19492,1 - 37:10,NO_EVENT,2230530,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
31083,31083,1 - 43:01,NO_EVENT,2581041,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
8103,8103,1 - 38:39,NO_EVENT,2319537,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
29640,29640,1 - 18:07,NO_EVENT,1087442,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
14419,14419,1 - 47:17,NO_EVENT,2837537,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13485,13485,1 - 32:50,NO_EVENT,1970756,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
14578,14578,1 - 49:55,NO_EVENT,2995080,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
26275,26275,1 - 57:07,NO_EVENT,3427689,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
32279,32279,1 - 63:22,NO_EVENT,3802442,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
33680,33680,1 - 89:12,NO_EVENT,5352948,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
36081,36081,1 - 28:18,NO_EVENT,1698426,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
25067,25067,1 - 35:56,NO_EVENT,2156544,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
40241,40241,1 - 94:35,NO_EVENT,5675904,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
11774,11774,1 - 05:57,NO_EVENT,357074,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
30552,30552,1 - 33:23,NO_EVENT,2003959,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
19867,19867,1 - 44:10,NO_EVENT,2650119,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
13933,13933,1 - 39:47,NO_EVENT,2387014,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
23579,23579,1 - 10:24,NO_EVENT,624775,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
5698,5698,1 - 01:25,NO_EVENT,85197,none,visible,england_efl/2019-2020/2019-10-01 - Brentford - Bristol City
5121,5121,1 - 88:32,NO_EVENT,5312879,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
19942,19942,1 - 45:18,NO_EVENT,2718749,none,visible,england_efl/2019-2020/2019-10-01 - Leeds United - West Bromwich
17269,17269,1 - 93:47,NO_EVENT,5627612,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
13155,13155,1 - 27:42,NO_EVENT,1662440,none,visible,england_efl/2019-2020/2019-10-01 - Blackburn Rovers - Nottingham Forest
28854,28854,1 - 06:17,NO_EVENT,377308,none,visible,england_efl/2019-2020/2019-10-01 - Stoke City - Huddersfield Town
55,55,1 - 00:42,NO_EVENT,42928,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
37173,37173,1 - 43:48,NO_EVENT,2628580,none,visible,england_efl/2019-2020/2019-10-01 - Reading - Fulham
2011,2011,1 - 33:39,NO_EVENT,2019030,none,visible,england_efl/2019-2020/2019-10-01 - Middlesbrough - Preston North End
25761,25761,1 - 48:54,NO_EVENT,2934703,none,visible,england_efl/2019-2020/2019-10-01 - Hull City - Sheffield Wednesday
